trial_id,number_of_countries,min_end_date,max_end_date,comp_date,has_results,includes_pip,rare_disease,phase,bioequivalence_study,health_volunteers,trial_status,terminated,sponsor_status
2012-001599-12,1,,,0,0,0,0,2,0,1,0,0,0
2012-001600-38,1,,,0,0,0,0,3,0,0,0,0,1
2012-001601-24,1,,,0,0,0,0,3,0,0,0,0,1
2012-001609-25,7,2015-11-11,2015-11-11,5,0,0,1,3,0,0,2,1,1
2012-001610-42,7,2015-11-11,2015-11-11,5,0,0,1,3,0,0,2,1,1
2012-001611-23,6,2014-03-25,2014-03-25,5,1,1,0,3,0,1,1,0,1
2012-001612-34,1,,,0,0,0,0,2,0,0,1,0,0
2012-001613-16,1,2012-11-02,2012-11-02,1,0,0,0,2,0,0,1,0,1
2012-001616-33,8,2013-07-09,2013-07-09,5,0,0,0,2,0,0,2,0,1
2012-001618-40,2,2013-02-07,2013-02-07,2,0,0,0,3,0,0,1,1,1
2012-001622-10,4,2015-04-28,2015-04-28,2,1,0,0,2,0,0,2,0,1
2012-001623-12,1,,,0,0,0,0,4,0,1,0,0,0
2012-001628-37,20,,,0,1,0,0,3,0,0,2,0,1
2012-001630-33,9,2014-01-31,2014-01-31,5,0,0,0,2,0,0,2,1,1
2012-001632-64,1,2013-01-30,2013-01-30,1,1,0,0,2,0,0,1,0,1
2012-001638-33,1,,,0,0,0,0,3,0,1,0,0,0
2012-001639-29,1,2013-07-10,2013-07-10,1,1,0,0,2,0,1,1,1,1
2012-001640-22,4,2013-07-10,2013-07-10,1,1,1,0,1,0,0,2,0,1
2012-001642-17,6,2015-11-18,2015-11-18,4,1,0,1,3,0,0,2,1,1
2012-001643-51,2,,,0,0,1,0,3,0,0,2,0,1
2012-001644-21,7,2015-03-13,2015-03-16,4,1,0,0,3,0,0,1,0,1
2012-001645-41,8,2014-02-19,2014-04-04,6,1,0,0,2,0,0,2,1,1
2012-001646-18,6,2015-03-30,2015-03-30,4,1,0,1,3,0,0,1,1,1
2012-001650-26,1,2017-02-18,2017-02-18,1,0,0,0,3,0,0,1,0,0
2012-001651-39,1,,,0,0,0,0,2,0,0,1,0,1
2012-001653-13,1,,,0,0,0,0,4,0,0,0,0,0
2012-001658-24,5,2015-07-28,2015-07-28,5,1,0,0,3,0,0,1,0,1
2012-001661-32,1,2015-02-01,2015-02-01,1,0,0,0,1,0,0,1,0,0
2012-001665-33,1,,,0,0,0,0,4,0,0,0,0,0
2012-001666-15,3,2015-01-21,2015-01-21,3,1,0,0,3,0,0,1,0,1
2012-001668-31,8,2014-04-14,2014-04-14,5,1,0,0,3,0,0,2,0,1
2012-001669-34,2,,,0,0,0,1,4,0,0,2,0,0
2012-001670-28,1,,,0,0,0,0,3,0,0,0,0,0
2012-001671-36,1,,,0,0,0,0,4,0,0,1,0,0
2012-001675-37,2,2014-08-19,2014-08-19,2,0,0,1,2,0,0,1,1,1
2012-001676-11,1,,,0,0,0,0,2,0,0,0,0,0
2012-001680-72,4,2014-01-21,2014-01-21,3,1,0,0,2,0,0,2,0,1
2012-001681-15,4,2014-11-10,2014-11-10,2,1,0,0,2,0,0,2,0,1
2012-001682-33,1,,,0,0,0,1,2,0,0,0,0,0
2012-001683-29,1,,,0,1,0,0,2,0,1,4,0,1
2012-001685-15,1,,,0,0,0,0,2,0,0,0,0,0
2012-001689-13,9,2014-05-15,2014-05-19,8,1,0,0,3,0,0,2,0,1
2012-001690-84,6,2015-02-14,2015-02-27,5,1,0,0,3,0,0,2,0,1
2012-001699-12,1,,,0,0,0,0,2,0,0,0,0,1
2012-001700-37,8,2016-02-22,2016-03-02,5,1,0,0,2,0,0,2,0,1
2012-001704-38,1,,,0,0,0,0,4,0,0,1,0,0
2012-001705-24,1,,,0,0,0,0,2,0,0,3,0,0
2012-001708-39,1,,,0,0,0,0,4,0,0,0,0,0
2012-001709-26,1,2012-09-13,2012-09-13,1,0,0,0,3,0,1,1,0,1
2012-001711-23,6,,,0,0,1,1,3,0,0,2,0,1
2012-001716-30,1,,,0,0,0,0,4,0,0,1,0,0
2012-001718-41,14,2014-11-03,2015-03-06,11,1,0,0,3,0,0,2,0,1
2012-001723-12,1,,,0,0,0,1,3,0,0,0,0,0
2012-001725-26,1,,,0,0,0,1,1,0,0,0,0,0
2012-001729-28,2,2014-07-30,2014-07-30,1,1,0,0,2,0,0,2,0,1
2012-001730-33,5,2013-07-19,2013-09-18,3,0,0,1,2,0,0,2,1,1
2012-001733-13,9,2016-02-02,2016-02-02,6,0,1,0,3,0,0,1,1,1
2012-001749-42,1,,,0,0,0,0,3,0,0,1,0,0
2012-001751-38,1,,,0,0,0,0,2,0,0,0,0,0
2012-001755-40,1,2014-03-04,2014-03-04,1,0,0,0,4,0,0,1,0,0
2012-001757-21,3,,,0,0,0,0,4,0,0,0,0,0
2012-001760-30,1,,,0,0,0,0,4,0,0,0,0,0
2012-001766-15,1,,,0,0,0,0,4,0,0,1,0,0
2012-001767-71,5,2014-06-19,2014-06-21,2,0,1,0,3,0,0,2,0,2
2012-001768-31,1,,,0,0,0,0,2,0,0,0,0,0
2012-001769-34,2,2014-07-31,2014-07-31,2,1,0,0,2,0,0,1,0,1
2012-001770-29,11,,,0,0,1,0,3,0,0,3,0,1
2012-001771-36,1,,,0,0,0,0,4,0,0,0,0,0
2012-001772-11,1,2015-02-17,2015-02-17,1,1,0,0,2,0,0,1,0,1
2012-001777-86,1,,,0,0,0,0,4,0,1,0,0,
2012-001779-35,1,,,0,0,0,0,4,0,0,0,0,0
2012-001781-15,1,,,0,0,0,0,3,0,0,0,0,0
2012-001786-32,1,,,0,0,0,0,2,0,0,0,0,0
2012-001789-13,1,,,0,0,0,0,3,0,0,0,0,0
2012-001790-86,13,2017-08-01,2017-08-01,1,0,0,0,3,0,0,2,0,1
2012-001791-11,2,2014-01-22,2014-01-22,1,0,0,0,2,0,0,2,0,1
2012-001809-24,1,,,0,0,0,1,4,0,0,0,0,0
2012-001812-50,1,2013-06-28,2013-06-28,1,0,0,0,2,0,0,1,0,1
2012-001813-17,1,,,0,0,0,0,4,0,0,0,0,0
2012-001814-41,1,2016-06-07,2016-06-07,1,1,0,0,4,0,1,1,1,0
2012-001815-21,4,2013-10-02,2013-10-02,2,0,1,1,3,0,0,1,1,1
2012-001816-42,1,,,0,0,0,0,4,0,0,0,0,0
2012-001818-42,4,,,0,0,0,0,3,0,0,2,1,1
2012-001820-36,1,,,0,1,0,0,2,0,1,1,1,1
2012-001821-28,5,2015-01-07,2015-01-07,3,1,0,0,4,0,0,1,0,1
2012-001822-89,1,2013-01-10,2013-01-10,1,0,0,0,2,0,0,1,0,1
2012-001824-36,1,,,0,0,0,0,4,0,0,0,0,0
2012-001825-28,1,,,0,0,0,0,3,0,0,0,0,0
2012-001826-84,1,,,0,0,0,0,4,0,0,0,0,0
2012-001827-11,1,,,0,0,0,0,4,0,0,0,0,0
2012-001828-35,8,,,0,0,0,0,3,0,0,0,0,1
2012-001829-27,4,2014-12-05,2014-12-05,2,1,1,1,3,0,0,2,0,1
2012-001830-32,4,2014-10-06,2014-10-06,2,1,0,0,3,0,0,2,0,1
2012-001831-30,6,2017-10-16,2017-10-16,1,0,0,1,2,0,0,2,0,1
2012-001834-33,9,2015-02-25,2015-05-25,6,0,0,0,3,0,0,1,0,1
2012-001836-72,2,2014-08-13,2014-08-13,2,0,0,0,2,0,0,1,0,1
2012-001849-41,1,,,0,0,0,0,4,0,1,0,0,0
2012-001850-24,1,,,0,0,0,0,2,0,0,0,0,0
2012-001852-20,1,,,0,0,0,0,1,0,0,0,0,0
2012-001855-38,1,2013-08-27,2013-08-27,1,1,0,0,2,0,1,1,0,1
2012-001858-25,4,2016-10-24,2016-10-24,1,0,0,0,4,0,0,2,0,1
2012-001859-39,1,,,0,0,0,0,2,0,0,0,0,0
2012-001863-64,1,,,0,1,0,1,2,0,0,1,0,1
2012-001864-30,4,2013-11-12,2013-11-28,3,0,0,0,2,0,0,1,0,1
2012-001868-29,6,2013-11-01,2013-11-01,6,1,0,0,3,0,0,1,1,1
2012-001869-33,7,2014-06-23,2014-06-23,6,1,0,0,2,0,0,2,1,1
2012-001871-35,1,2013-08-16,2013-08-16,1,1,0,0,3,0,0,1,0,1
2012-001873-10,4,2013-06-20,2013-09-26,4,1,0,0,2,0,0,1,0,1
2012-001876-13,1,2014-04-29,2014-04-29,1,1,0,1,3,0,1,1,0,1
2012-001877-94,1,,,0,0,0,0,2,0,0,0,0,0
2012-001879-37,1,,,0,0,0,0,3,0,0,0,0,0
2012-001881-14,1,,,0,0,0,1,2,0,0,0,0,0
2012-001884-64,1,,,0,0,0,0,4,0,0,0,0,0
2012-001886-33,5,2014-04-29,2014-04-29,4,1,0,0,4,0,0,2,0,1
2012-001888-78,17,,,0,0,0,1,3,0,0,2,0,1
2012-001889-14,1,,,0,1,0,0,2,0,0,0,0,0
2012-001891-13,1,,,0,0,0,0,1,0,0,0,0,0
2012-001896-35,11,2015-12-31,2015-12-31,5,0,0,0,3,0,0,2,1,0
2012-001898-90,1,,,0,0,0,0,4,0,0,0,0,0
2012-001900-39,1,,,0,0,0,0,2,0,0,0,0,0
2012-001908-38,1,,,0,0,0,0,3,0,0,0,0,0
2012-001909-24,1,,,0,0,0,1,4,0,0,0,0,0
2012-001910-40,1,,,0,0,0,0,3,0,0,0,0,0
2012-001912-53,1,,,0,0,0,0,2,0,0,0,0,0
2012-001914-41,1,2013-09-25,2013-09-25,1,1,0,0,2,0,0,1,0,1
2012-001916-41,4,2015-11-17,2015-11-17,1,0,0,0,2,0,0,2,1,0
2012-001920-36,10,2014-07-10,2014-07-10,6,1,0,0,2,0,0,2,0,1
2012-001921-29,4,2013-08-02,2013-09-13,3,0,0,0,2,0,0,1,1,1
2012-001923-11,10,2015-06-25,2015-09-09,7,1,0,0,2,0,0,1,0,1
2012-001924-37,1,2014-06-13,2014-06-13,1,0,0,0,2,0,0,1,1,0
2012-001930-32,1,2016-01-12,2016-01-12,1,1,0,0,3,0,0,1,0,1
2012-001931-30,1,,,0,0,0,0,2,0,0,0,0,1
2012-001935-30,4,2013-05-13,2014-06-09,3,1,0,0,2,0,0,1,1,1
2012-001937-15,1,,,0,0,0,0,2,0,0,1,0,1
2012-001938-34,1,,,0,0,0,0,2,0,0,0,0,1
2012-001939-31,1,,,0,1,0,0,2,0,0,1,0,1
2012-001941-42,1,2014-08-14,2014-08-14,1,0,0,0,2,0,0,1,0,0
2012-001942-16,8,2014-01-08,2014-01-08,6,1,0,0,3,0,0,2,0,1
2012-001945-42,1,,,0,1,0,0,2,0,0,0,0,1
2012-001947-31,1,2015-08-05,2015-08-05,1,0,0,1,2,0,0,1,1,0
2012-001948-21,1,,,0,0,0,1,2,0,0,1,1,0
2012-001950-25,3,2014-10-11,2014-10-11,3,1,0,0,0,0,0,1,0,1
2012-001952-20,1,,,0,0,0,0,3,0,0,0,0,0
2012-001955-38,1,2016-07-30,2016-07-30,1,0,0,0,2,0,0,1,0,0
2012-001956-20,6,2013-08-06,2013-08-06,5,1,0,0,3,0,0,1,0,2
2012-001961-33,2,,,0,1,0,0,1,0,0,2,1,1
2012-001962-13,2,2017-06-01,2017-06-01,1,0,0,0,1,0,0,1,0,1
2012-001965-34,1,,,0,0,0,0,4,0,0,1,0,0
2012-001966-14,1,,,0,1,0,1,1,0,0,0,0,1
2012-001970-28,1,,,0,0,0,1,2,0,0,0,0,0
2012-001975-36,1,,,0,0,0,0,4,0,0,0,0,0
2012-001978-28,1,,,0,0,0,0,2,0,0,0,0,0
2012-001980-53,1,,,0,0,0,1,3,0,0,0,0,0
2012-001983-31,1,,,0,0,0,0,4,0,0,0,0,0
2012-001984-66,11,2015-01-12,2015-01-12,9,1,0,0,3,0,0,2,1,1
2012-001989-15,1,,,0,0,0,0,4,0,0,0,0,0
2012-001991-13,1,2015-05-26,2015-05-26,1,0,0,0,2,0,0,1,0,1
2012-001995-12,3,2016-07-01,2016-07-01,2,1,0,1,3,0,0,2,0,1
2012-001996-34,1,,,0,1,0,0,3,0,0,0,0,1
2012-001998-93,3,2014-06-30,2014-06-30,3,0,0,0,3,0,0,1,0,1
2012-002002-46,1,,,0,0,0,0,3,0,0,0,0,0
2012-002009-23,11,2017-06-12,2017-06-12,9,0,0,0,3,0,0,2,0,1
2012-002010-39,3,,,0,0,0,0,2,0,0,0,0,0
2012-002011-26,8,2015-03-30,2015-03-30,8,1,0,0,3,0,0,1,0,1
2012-002012-46,1,,,0,0,0,0,2,0,0,0,0,0
2012-002013-19,5,2014-05-20,2014-05-20,3,1,0,0,2,0,0,1,1,1
2012-002018-37,10,,,0,0,0,0,3,0,0,0,0,1
2012-002019-25,6,2014-10-09,2014-10-09,4,1,0,0,3,0,0,2,0,1
2012-002023-15,1,,,0,0,0,0,2,0,0,0,0,0
2012-002024-32,1,,,0,0,0,0,2,0,0,0,0,0
2012-002026-78,3,2017-11-10,2017-11-10,2,0,0,1,2,0,0,1,0,1
2012-002029-31,1,,,0,0,0,0,1,0,0,0,0,0
2012-002030-37,13,2016-02-04,2016-02-04,10,1,0,0,2,0,0,1,0,1
2012-002031-28,11,,,0,0,0,0,2,0,0,2,0,1
2012-002035-29,9,2014-10-23,2014-10-23,7,1,0,0,3,0,0,2,0,1
2012-002039-28,1,,,0,1,0,0,3,0,0,0,0,1
2012-002042-21,1,,,0,0,0,0,1,0,0,0,0,1
2012-002046-20,1,,,0,0,0,0,2,0,0,0,0,0
2012-002047-26,5,2015-04-05,2016-04-05,4,1,0,0,4,0,0,1,0,1
2012-002052-17,1,,,0,0,0,0,3,0,0,0,0,0
2012-002053-29,1,,,0,0,0,0,2,0,0,0,0,1
2012-002057-38,6,2015-02-05,2015-02-05,5,0,0,0,3,0,0,2,0,1
2012-002059-40,1,2013-06-20,2013-06-20,1,0,0,0,2,0,0,1,1,0
2012-002062-13,3,,,0,0,1,0,2,0,0,2,0,1
2012-002064-27,2,2013-10-24,2013-10-24,2,1,0,0,2,0,0,1,0,1
2012-002066-12,5,2014-10-13,2014-10-13,4,0,0,0,3,0,0,2,0,1
2012-002067-10,1,,,0,0,0,1,1,0,0,0,0,0
2012-002068-29,1,2015-04-23,2015-04-23,1,0,0,0,4,0,0,1,0,0
2012-002069-36,1,,,0,0,0,0,2,0,0,0,0,0
2012-002071-34,1,2013-07-03,2013-07-03,1,0,0,0,2,0,0,1,0,1
2012-002073-60,1,,,0,1,0,0,2,0,0,0,0,0
2012-002074-31,6,,,0,0,0,2,1,0,0,3,0,1
2012-002076-14,1,,,0,0,0,0,4,0,0,0,0,
2012-002078-30,1,2014-06-18,2014-06-18,1,1,0,0,4,0,0,1,0,1
2012-002080-10,3,,,0,1,0,0,2,0,0,2,0,1
2012-002083-27,1,2013-08-27,2013-08-27,1,1,0,0,3,0,0,1,0,1
2012-002086-35,1,2014-01-13,2014-01-13,1,1,0,0,2,0,0,1,0,1
2012-002093-31,1,,,0,0,0,0,4,0,0,0,0,0
2012-002094-58,1,,,0,0,0,0,3,0,0,1,0,0
2012-002096-34,1,,,0,0,0,0,2,0,1,0,0,1
2012-002099-15,1,,,0,0,0,1,2,0,0,1,1,1
2012-002100-41,1,2013-04-18,2013-04-18,1,0,0,0,1,0,0,1,0,1
2012-002104-40,11,2015-12-01,2015-12-01,7,1,0,1,3,0,0,2,0,1
2012-002105-22,1,,,0,0,0,0,2,0,0,0,0,0
2012-002106-48,1,,,0,0,0,0,4,0,0,0,0,3
2012-002107-17,8,,,0,0,0,1,3,0,0,3,0,0
2012-002117-19,3,2015-07-13,2015-07-13,3,1,0,0,3,0,0,1,0,1
2012-002120-33,1,,,0,0,0,1,1,0,0,4,0,0
2012-002122-67,3,2014-06-30,2014-06-30,1,0,0,0,2,0,0,1,1,0
2012-002123-15,1,,,0,0,0,0,4,0,0,1,0,0
2012-002125-30,2,,,0,0,0,0,2,0,0,0,0,0
2012-002128-33,1,,,0,0,0,0,2,0,0,0,0,0
2012-002136-90,1,,,0,0,0,0,4,0,0,1,0,0
2012-002138-35,5,,,0,0,0,0,1,0,0,2,0,1
2012-002154-23,1,,,0,0,0,0,1,0,0,0,0,0
2012-002156-16,1,2014-01-09,2014-01-09,1,1,0,0,3,0,0,1,0,1
2012-002175-34,1,,,0,0,0,0,4,0,0,0,0,0
2012-002177-62,1,,,0,1,0,0,2,0,0,0,0,1
2012-002179-32,1,2015-12-03,2015-12-03,1,0,0,0,2,0,0,1,0,0
2012-002181-12,8,2013-09-12,2013-10-08,6,1,0,0,2,0,0,1,1,1
2012-002182-35,3,2013-12-03,2013-12-03,2,0,0,0,2,0,0,2,1,1
2012-002183-27,1,,,0,0,0,0,2,0,0,0,0,1
2012-002188-84,1,2012-10-30,2012-10-30,1,1,0,0,3,0,0,1,0,1
2012-002193-31,1,,,0,0,0,0,4,0,0,0,0,0
2012-002198-72,1,,,0,0,0,0,3,0,0,0,0,0
2012-002199-15,1,,,0,0,0,0,3,0,0,0,0,0
2012-002203-18,6,2014-04-10,2014-04-14,4,0,1,0,2,0,0,2,0,1
2012-002205-22,1,2013-11-11,2013-11-11,1,1,0,0,3,0,0,1,0,0
2012-002206-52,3,,,0,0,0,0,1,0,0,2,1,1
2012-002208-41,4,2017-07-20,2017-07-20,1,0,0,1,2,0,0,2,0,1
2012-002211-25,1,,,0,0,0,0,4,0,0,0,0,0
2012-002213-19,1,,,0,0,0,0,4,0,0,0,0,0
2012-002215-26,4,2016-09-06,2016-09-06,3,0,0,0,3,0,0,1,0,1
2012-002216-10,5,2016-10-03,2016-10-03,5,0,0,0,3,0,0,1,0,1
2012-002217-19,1,,,0,0,0,0,4,0,0,0,0,0
2012-002219-25,11,2016-03-11,2016-03-11,8,0,0,0,3,0,0,2,0,1
2012-002220-32,1,,,0,0,0,0,4,0,0,0,0,0
2012-002222-70,1,,,0,0,0,0,4,0,0,0,0,0
2012-002224-32,1,,,0,0,0,0,2,0,0,0,0,0
2012-002226-76,1,,,0,0,0,0,3,0,0,0,0,0
2012-002228-34,1,,,0,0,0,0,3,0,0,0,0,0
2012-002230-37,1,,,0,0,0,0,4,0,1,0,0,0
2012-002232-85,15,,,0,0,0,0,0,0,0,2,0,1
2012-002233-11,1,,,0,0,0,0,4,0,0,0,0,0
2012-002235-29,1,2014-04-08,2014-04-08,1,0,0,0,3,0,0,1,1,0
2012-002236-87,1,2013-03-01,2013-03-01,1,1,0,0,4,0,1,1,0,1
2012-002237-11,1,2013-04-02,2013-04-02,1,0,0,0,4,0,0,1,0,0
2012-002238-35,5,2014-05-23,2014-05-23,3,1,0,0,3,0,0,2,0,1
2012-002240-24,3,2015-09-30,2015-09-30,2,1,0,0,2,0,0,1,1,1
2012-002242-20,1,,,0,0,0,0,4,0,0,0,0,0
2012-002244-25,1,2013-02-11,2013-02-11,1,0,0,0,2,0,0,1,0,0
2012-002245-37,6,2014-09-15,2014-10-15,2,1,0,0,2,0,0,2,0,1
2012-002247-20,1,,,0,0,0,0,2,0,0,0,0,0
2012-002248-26,1,,,0,0,0,0,3,0,0,0,0,0
2012-002249-39,8,2016-07-07,2016-07-07,5,1,1,0,2,0,0,2,1,1
2012-002250-23,1,,,0,0,0,0,2,0,0,3,0,1
2012-002251-42,10,,,0,0,0,0,3,0,0,2,1,1
2012-002252-17,6,2014-12-17,2014-12-17,4,1,0,0,3,0,0,2,0,1
2012-002253-30,1,,,0,0,0,0,2,0,0,0,0,0
2012-002255-42,1,,,0,0,0,0,3,0,0,0,0,1
2012-002261-36,1,,,0,0,0,0,2,0,0,1,0,1
2012-002263-96,1,,,0,0,0,0,4,0,0,0,0,0
2012-002270-31,4,,,0,1,0,0,3,0,0,2,1,1
2012-002271-34,4,2015-03-13,2015-03-13,2,1,0,0,3,0,0,1,0,1
2012-002272-14,1,,,0,0,0,0,2,0,0,0,0,1
2012-002273-54,1,2013-03-12,2013-03-12,1,0,0,0,2,0,0,1,0,1
2012-002275-33,1,,,0,0,0,0,4,0,0,0,0,0
2012-002278-30,1,2014-02-06,2014-02-06,1,0,0,0,3,0,0,1,0,0
2012-002281-12,4,2014-01-08,2014-01-08,2,0,0,0,2,0,0,2,0,1
2012-002286-36,2,2013-03-01,2013-03-01,2,1,1,1,1,0,0,1,0,1
2012-002287-26,1,,,0,0,0,0,4,0,1,0,0,0
2012-002291-13,2,2013-11-25,2013-11-25,2,0,0,0,3,0,0,1,0,1
2012-002298-69,10,2016-01-06,2016-01-21,8,1,0,0,2,0,0,2,0,1
2012-002299-15,1,,,0,0,0,0,3,0,0,1,0,0
2012-002302-43,1,,,0,0,0,0,2,0,1,1,0,1
2012-002303-18,1,,,0,0,0,0,3,0,0,1,0,0
2012-002308-41,1,,,0,0,0,0,2,0,0,0,0,0
2012-002309-23,4,2015-01-26,2015-01-26,4,1,0,0,3,0,0,1,0,1
2012-002314-39,1,,,0,1,0,0,3,0,0,1,0,1
2012-002316-12,1,2014-01-14,2014-01-14,1,0,0,0,2,0,0,1,0,0
2012-002318-37,5,2016-06-24,2016-06-24,3,1,0,1,3,0,0,2,0,1
2012-002319-25,1,2015-07-01,2015-07-01,1,1,0,0,2,0,0,1,1,0
2012-002320-33,3,2014-07-23,2014-07-23,2,1,0,0,2,0,0,2,0,1
2012-002321-30,1,2016-05-02,2016-05-02,1,0,0,0,2,0,0,1,0,0
2012-002322-73,13,2015-09-29,2015-09-29,11,1,0,0,3,0,0,2,0,1
2012-002323-15,10,2014-09-02,2014-11-04,8,1,0,0,3,0,0,2,0,1
2012-002324-32,8,2015-08-26,2015-10-22,6,1,0,0,3,0,0,2,0,1
2012-002326-75,3,,,0,1,0,0,2,0,0,2,0,1
2012-002327-15,1,2016-09-21,2016-09-21,1,0,0,0,2,0,0,1,0,0
2012-002328-34,1,,,0,0,1,0,0,0,0,4,0,3
2012-002332-85,5,2016-01-19,2016-01-19,3,1,0,0,3,0,0,2,0,1
2012-002333-11,3,2014-05-06,2014-05-06,1,1,0,0,3,0,0,2,0,1
2012-002335-28,1,,,0,0,0,0,4,0,0,0,0,0
2012-002337-11,1,,,0,0,0,0,2,0,1,0,0,0
2012-002338-35,7,,,0,0,0,0,4,0,0,0,0,1
2012-002339-27,9,2014-12-19,2015-01-07,6,1,0,0,3,0,0,2,0,1
2012-002340-24,11,2016-11-21,2016-11-21,8,1,1,0,2,0,0,2,0,1
2012-002342-21,1,,,0,0,1,0,3,0,0,0,0,1
2012-002344-24,3,2014-05-06,2014-05-06,1,1,0,0,3,0,0,2,0,1
2012-002345-38,1,,,0,0,0,0,2,0,0,0,0,0
2012-002346-20,2,2014-01-09,2014-01-09,2,1,0,0,3,0,0,1,0,1
2012-002347-23,1,,,0,0,0,0,2,0,0,1,1,0
2012-002348-26,1,,,0,0,0,0,2,0,0,1,1,0
2012-002354-23,9,,,0,0,1,1,3,0,0,3,0,1
2012-002356-16,1,,,0,0,0,0,4,0,0,0,0,0
2012-002357-35,1,,,0,0,0,0,2,0,0,0,0,0
2012-002358-22,1,2013-04-02,2013-04-02,1,1,0,0,1,0,1,1,0,1
2012-002359-40,1,2013-04-04,2013-04-04,1,1,0,0,1,0,1,1,0,1
2012-002361-36,1,,,0,0,0,0,2,0,0,1,0,0
2012-002365-35,3,2014-11-11,2015-01-27,2,1,0,1,2,0,0,1,1,1
2012-002370-30,1,2013-01-21,2013-01-21,1,1,0,0,2,0,0,1,0,1
2012-002373-56,1,,,0,1,0,0,4,0,1,0,0,0
2012-002378-30,1,,,0,0,0,1,2,0,0,1,1,1
2012-002379-32,1,2012-09-19,2012-09-19,1,1,0,0,4,0,1,1,0,1
2012-002392-33,1,,,0,0,0,0,2,0,0,0,0,0
2012-002393-32,1,2012-11-07,2012-11-07,1,0,0,0,2,0,1,1,0,1
2012-002400-40,3,,,0,0,0,1,1,0,0,0,0,1
2012-002401-22,1,,,0,1,0,0,3,0,1,4,0,1
2012-002404-41,1,,,0,0,0,0,4,0,0,0,0,0
2012-002406-46,1,,,0,0,0,0,1,1,1,0,0,0
2012-002407-18,1,2014-04-23,2014-04-23,1,1,0,0,4,0,0,1,0,0
2012-002408-42,1,2013-12-23,2013-12-23,1,1,0,0,1,1,1,1,0,1
2012-002409-23,1,,,0,0,0,0,2,0,0,1,0,0
2012-002411-26,1,,,0,0,0,0,1,0,0,0,0,0
2012-002412-95,1,,,0,0,0,0,4,0,0,0,0,0
2012-002413-19,1,2013-06-27,2013-06-27,1,1,0,0,2,0,1,1,0,1
2012-002414-39,17,2013-02-06,2016-04-08,8,1,0,0,3,0,0,2,1,1
2012-002415-26,1,,,0,0,0,0,3,0,0,0,0,0
2012-002417-19,2,2014-08-20,2014-08-20,1,1,0,0,2,0,0,1,0,1
2012-002418-38,1,,,0,0,0,0,2,0,0,0,0,0
2012-002422-78,1,,,0,0,0,0,4,0,0,0,0,0
2012-002426-70,1,,,0,1,0,0,3,0,1,4,0,1
2012-002427-15,1,,,0,1,0,0,3,0,1,4,0,1
2012-002428-34,1,,,0,1,0,0,4,0,1,4,0,1
2012-002430-36,3,,,0,0,0,0,4,0,0,0,0,0
2012-002431-29,1,2013-03-22,2013-03-22,1,0,0,1,1,0,0,1,0,0
2012-002432-93,6,2014-09-02,2014-12-19,5,1,0,0,2,0,0,1,1,1
2012-002434-37,3,2014-02-04,2014-02-04,1,1,0,1,3,0,0,1,1,1
2012-002435-28,1,,,0,0,0,0,1,0,0,0,0,0
2012-002436-82,1,,,0,0,0,0,3,0,0,0,0,0
2012-002439-26,1,,,0,1,0,0,3,0,1,4,0,1
2012-002443-26,1,,,0,1,0,0,2,0,1,0,0,0
2012-002447-14,5,2016-10-13,2016-11-17,2,1,0,0,3,0,0,1,1,1
2012-002448-25,1,,,0,0,0,0,4,0,0,0,0,0
2012-002449-40,8,2013-09-23,2013-09-23,6,1,0,0,2,0,2,2,0,1
2012-002450-24,1,,,0,0,0,0,3,0,0,0,0,1
2012-002451-41,7,2015-01-29,2015-01-29,4,1,0,0,3,0,0,2,1,1
2012-002452-16,1,,,0,0,0,0,2,0,0,1,0,0
2012-002457-29,1,,,0,1,0,0,2,0,0,1,0,1
2012-002458-21,1,,,0,1,0,0,4,0,0,1,0,1
2012-002459-41,8,2013-10-15,2013-10-15,6,1,0,0,2,0,1,2,0,1
2012-002460-27,1,,,0,0,0,0,3,0,0,1,0,0
2012-002465-35,7,,,0,0,0,1,3,0,0,0,0,1
2012-002469-37,1,,,0,0,0,0,2,0,0,0,0,0
2012-002470-31,10,2014-10-23,2014-10-23,9,1,0,0,2,0,0,1,0,1
2012-002471-34,14,,,0,0,0,1,3,0,0,2,0,1
2012-002472-14,8,,,0,0,0,0,3,0,0,2,0,1
2012-002473-61,8,2016-08-24,2016-08-24,3,1,0,0,2,0,0,2,0,1
2012-002476-14,1,,,0,0,0,0,4,0,1,0,0,0
2012-002477-59,1,,,0,0,0,0,2,0,0,0,0,0
2012-002478-30,1,,,0,0,0,0,3,0,0,0,0,0
2012-002480-98,4,2014-08-11,2014-09-30,4,1,0,0,2,0,0,1,0,1
2012-002481-12,5,2014-09-15,2014-09-15,5,1,0,0,2,0,0,1,0,1
2012-002483-27,1,,,0,1,0,0,1,0,0,0,0,1
2012-002487-27,13,2017-04-28,2017-04-28,4,0,0,2,3,0,0,2,0,1
2012-002488-88,5,2016-12-29,2016-12-29,2,1,0,0,2,0,0,2,1,1
2012-002489-11,4,2017-01-03,2017-01-03,1,1,0,0,2,0,0,2,1,1
2012-002491-14,1,,,0,0,0,0,3,0,0,0,0,0
2012-002495-13,1,2013-11-27,2013-11-27,1,1,0,0,4,0,0,1,0,1
2012-002499-15,2,2015-11-11,2015-11-11,2,1,0,1,2,0,0,1,0,1
2012-002503-17,1,,,0,0,0,0,4,0,0,0,0,0
2012-002513-19,1,,,0,0,0,1,2,0,0,0,0,0
